test,dataset,n_segments,metric,n_seeds,floor_pct,baseline_label,baseline,baseline_sd,variant_label,variant,variant_sd,delta_pct,verdict,committed_alpha,target_alpha_times_n,implied_alpha_times_n,threshold,opcm_norm_ratio,distance_ratio,confounded,alpha_n_ok,n_seeds_expected,complete,source_experiment,base,joint,joint_from,grr_baseline,grr_baseline_sd,grr_baseline_derived,grr_variant,grr_variant_sd,grr_delta,grr_delta_paired_sd,baseline_matched_seed,delta_pct_matched_seed,verdict_matched_seed,matched_seed_n,verdict_changed
P1_paper_opcm,SWaT,2,window_auroc,3,0.087,plain sum at committed alpha,0.8044,0.000985,simplified OPCM (1.35),0.802587,0.001108,0.225,worse,1.0,,,,,,,,3,1,segsweep_swat_merge_n2,0.799784,0.80784,"('noisefloor_std_swat', 0)",0.572989,0.122269,0.573,0.347939,0.137537,-0.22505,0.020239,0.804404,0.226,worse,3,False
P4_opcm_committed,SWaT,2,window_auroc,3,0.087,plain sum at committed alpha,0.8044,0.000985,"paper projection at committed alpha, thr=0.3",0.799397,0.001697,0.622,worse,1.0,2.0,2.0,0.3,1.085653,,,1,3,1,segsweep_swat_merge_n2,0.799784,0.80784,"('noisefloor_std_swat', 0)",0.572989,0.122269,0.573,-0.048039,0.21065,-0.621028,0.119865,0.804404,0.622,worse,3,False
P4_opcm_committed,SWaT,2,window_auroc,3,0.087,plain sum at committed alpha,0.8044,0.000985,"paper projection at committed alpha, thr=0.5",0.799375,0.001607,0.625,worse,1.0,2.0,2.0,0.5,1.062055,,,1,3,1,segsweep_swat_merge_n2,0.799784,0.80784,"('noisefloor_std_swat', 0)",0.572989,0.122269,0.573,-0.05077,0.199479,-0.623759,0.103368,0.804404,0.625,worse,3,False
P4_opcm_committed,SWaT,2,window_auroc,3,0.087,plain sum at committed alpha,0.8044,0.000985,"paper projection at committed alpha, thr=0.7",0.799368,0.001547,0.626,worse,1.0,2.0,2.0,0.7,1.044077,,,1,3,1,segsweep_swat_merge_n2,0.799784,0.80784,"('noisefloor_std_swat', 0)",0.572989,0.122269,0.573,-0.051639,0.192031,-0.624628,0.096081,0.804404,0.626,worse,3,False
P2_became_rescaled,SWaT,2,window_auroc,3,0.087,uniform 1/n at same alpha*n,0.804404,0.000975,BECAME weighting at same alpha*n,0.804478,0.000956,-0.009,tie (inside floor),1.0,2.0,2.0,,,,,1,3,1,segsweep_swat_merge_n2,0.799784,0.80784,"('noisefloor_std_swat', 0)",0.573486,0.121028,,0.582671,0.118669,0.009185,0.002326,,,,,
P1_paper_opcm,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,paper OPCM alpha=0.3,0.798365,0.000813,0.668,worse,1.0,,1.099868,0.3,1.0,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.099698,0.094359,-0.623375,0.129344,0.803733,0.668,worse,3,False
P1_paper_opcm,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,paper OPCM alpha=0.5,0.79801,0.000778,0.712,worse,1.0,,1.099868,0.5,1.0,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.140901,0.090297,-0.664578,0.133759,0.803733,0.712,worse,3,False
P1_paper_opcm,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,paper OPCM alpha=0.7,0.797932,0.000659,0.722,worse,1.0,,1.099868,0.7,1.0,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.149954,0.076486,-0.673631,0.125581,0.803733,0.722,worse,3,False
P1_paper_opcm,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,simplified OPCM (1.35),0.802302,0.000824,0.178,worse,1.0,,,,,,,,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,0.357242,0.095636,-0.166435,0.125265,0.803733,0.178,worse,3,False
P4_opcm_committed,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,"paper projection at committed alpha, thr=0.3",0.798261,0.000891,0.681,worse,1.0,3.0,3.0,0.3,1.117082,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.111769,0.103412,-0.635446,0.117881,0.803733,0.681,worse,3,False
P4_opcm_committed,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,"paper projection at committed alpha, thr=0.5",0.797985,0.000786,0.716,worse,1.0,3.0,3.0,0.5,1.055512,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.143802,0.091226,-0.667479,0.130859,0.803733,0.715,worse,3,False
P4_opcm_committed,SWaT,3,window_auroc,3,0.087,plain sum at committed alpha,0.803736,0.001344,"paper projection at committed alpha, thr=0.7",0.797931,0.00066,0.722,worse,1.0,3.0,3.0,0.7,1.012146,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523677,0.155989,0.5237,-0.15007,0.076602,-0.673747,0.125056,0.803733,0.722,worse,3,False
P2_became_rescaled,SWaT,3,window_auroc,3,0.087,uniform 1/n at same alpha*n,0.803733,0.001341,BECAME weighting at same alpha*n,0.803887,0.001366,-0.019,tie (inside floor),1.0,3.0,3.0,,,,,1,3,1,noisefloor_swat,0.799224,0.80784,"('noisefloor_std_swat', 0)",0.523329,0.155641,,0.541202,0.158542,0.017873,0.013806,,,,,
P1_paper_opcm,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,paper OPCM alpha=0.3,0.798025,0.001552,0.848,worse,1.0,,1.133858,0.3,1.0,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.114834,0.176284,-0.775556,0.191561,0.804853,0.848,worse,3,False
P1_paper_opcm,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,paper OPCM alpha=0.5,0.797661,0.001334,0.894,worse,1.0,,1.133858,0.5,1.0,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.156179,0.151522,-0.816901,0.19452,0.804853,0.894,worse,3,False
P1_paper_opcm,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,paper OPCM alpha=0.7,0.797547,0.001249,0.908,worse,1.0,,1.133858,0.7,1.0,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.169128,0.141867,-0.82985,0.185525,0.804853,0.908,worse,3,False
P1_paper_opcm,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,simplified OPCM (1.35),0.803202,0.00214,0.205,worse,1.0,,,,,,,,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,0.473194,0.243071,-0.187528,0.205255,0.804853,0.205,worse,3,False
P4_opcm_committed,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,"paper projection at committed alpha, thr=0.3",0.797751,0.001481,0.882,worse,1.0,5.0,5.0,0.3,1.186937,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.145956,0.168219,-0.806678,0.176468,0.804853,0.882,worse,3,False
P4_opcm_committed,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,"paper projection at committed alpha, thr=0.5",0.797586,0.00134,0.903,worse,1.0,5.0,5.0,0.5,1.047886,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.164698,0.152204,-0.82542,0.19727,0.804853,0.903,worse,3,False
P4_opcm_committed,SWaT,5,window_auroc,3,0.087,plain sum at committed alpha,0.804853,0.001889,"paper projection at committed alpha, thr=0.7",0.797606,0.001312,0.9,worse,1.0,5.0,5.0,0.7,0.972049,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.214562,0.6607,-0.162426,0.149023,-0.823148,0.19171,0.804853,0.9,worse,3,False
P2_became_rescaled,SWaT,5,window_auroc,3,0.087,uniform 1/n at same alpha*n,0.804853,0.001883,BECAME weighting at same alpha*n,0.805172,0.001744,-0.04,tie (inside floor),1.0,5.0,5.0,,,,,1,3,1,segsweep_swat_merge_n5,0.799036,0.80784,"('noisefloor_std_swat', 0)",0.660722,0.21388,,0.696956,0.198092,0.036234,0.019346,,,,,
P1_paper_opcm,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,paper OPCM alpha=0.3,0.794556,9.3e-05,1.188,worse,1.0,,1.202683,0.3,1.0,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.803163,0.003461,-0.355527,0.028942,0.804125,1.19,worse,3,False
P1_paper_opcm,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,paper OPCM alpha=0.5,0.795408,0.000529,1.082,worse,1.0,,1.202683,0.5,1.0,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.834872,0.019687,-0.323818,0.024184,0.804125,1.084,worse,3,False
P1_paper_opcm,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,paper OPCM alpha=0.7,0.794423,0.000266,1.205,worse,1.0,,1.202683,0.7,1.0,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.798214,0.0099,-0.360476,0.016489,0.804125,1.207,worse,3,False
P1_paper_opcm,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,simplified OPCM (1.35),0.803068,0.000962,0.129,worse,1.0,,,,,,,,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,1.119948,0.035802,-0.038742,0.022917,0.804125,0.131,worse,3,False
P4_opcm_committed,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,"paper projection at committed alpha, thr=0.3",0.796196,0.000526,0.984,worse,1.0,2.0,2.0,0.3,1.188159,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.864198,0.019576,-0.294492,0.007212,0.804125,0.986,worse,3,False
P4_opcm_committed,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,"paper projection at committed alpha, thr=0.5",0.796767,0.000802,0.913,worse,1.0,2.0,2.0,0.5,1.124236,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.885448,0.029847,-0.273242,0.014144,0.804125,0.915,worse,3,False
P4_opcm_committed,PSM,2,window_auroc,3,0.068,plain sum at committed alpha,0.804109,0.000691,"paper projection at committed alpha, thr=0.7",0.795081,0.000541,1.123,worse,1.0,2.0,2.0,0.7,1.0649,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.15869,0.025716,1.1587,0.822702,0.020134,-0.335988,0.009966,0.804125,1.125,worse,3,False
P2_became_rescaled,PSM,2,window_auroc,3,0.068,uniform 1/n at same alpha*n,0.804125,0.000697,BECAME weighting at same alpha*n,0.803963,0.000346,0.02,tie (inside floor),1.0,2.0,2.0,,,,,1,3,1,segsweep_psm_merge_n2,0.772975,0.799845,"('noisefloor_std_psm', 0)",1.159285,0.02594,,1.153256,0.012877,-0.006029,0.032304,,,,,
P1_paper_opcm,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,paper OPCM alpha=0.3,0.788038,0.002675,1.552,worse,1.0,,1.289136,0.3,1.0,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.539832,0.104256,-0.484137,0.077836,0.800452,1.551,worse,3,False
P1_paper_opcm,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,paper OPCM alpha=0.5,0.787195,0.001827,1.657,worse,1.0,,1.289136,0.5,1.0,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.506976,0.071206,-0.516993,0.01102,0.800452,1.656,worse,3,False
P1_paper_opcm,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,paper OPCM alpha=0.7,0.785741,0.002264,1.839,worse,1.0,,1.289136,0.7,1.0,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.450308,0.088238,-0.573661,0.008549,0.800452,1.838,worse,3,False
P1_paper_opcm,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,simplified OPCM (1.35),0.800346,0.003116,0.014,tie (inside floor),1.0,,,,,,,,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,1.019526,0.121444,-0.004443,0.194136,0.800452,0.013,tie (inside floor),3,False
P4_opcm_committed,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,"paper projection at committed alpha, thr=0.3",0.789277,0.00282,1.397,worse,1.0,3.0,3.0,0.3,1.216282,,coefficient_not_distance_matched,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.588121,0.109907,-0.435848,0.090893,0.800452,1.396,worse,3,False
P4_opcm_committed,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,"paper projection at committed alpha, thr=0.5",0.787632,0.001388,1.603,worse,1.0,3.0,3.0,0.5,1.075853,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.524008,0.054096,-0.499961,0.025963,0.800452,1.602,worse,3,False
P4_opcm_committed,PSM,3,window_auroc,3,0.068,plain sum at committed alpha,0.80046,0.002054,"paper projection at committed alpha, thr=0.7",0.785675,0.001896,1.847,worse,1.0,3.0,3.0,0.7,0.976485,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023969,0.080053,1.0239,0.447736,0.073895,-0.576233,0.006668,0.800452,1.846,worse,3,False
P2_became_rescaled,PSM,3,window_auroc,3,0.068,uniform 1/n at same alpha*n,0.800452,0.001946,BECAME weighting at same alpha*n,0.799541,0.00293,0.114,worse,1.0,3.0,3.0,,,,,1,3,1,noisefloor_psm,0.774187,0.799845,"('noisefloor_std_psm', 0)",1.023657,0.075844,,0.988152,0.114194,-0.035505,0.083947,,,,,
P1_paper_opcm,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,paper OPCM alpha=0.3,0.783111,0.004236,1.423,worse,1.0,,1.399143,0.3,1.0,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.306535,0.175542,-0.468485,0.058088,0.794371,1.417,worse,3,False
P1_paper_opcm,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,paper OPCM alpha=0.5,0.780043,0.005188,1.809,worse,1.0,,1.399143,0.5,1.0,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.179396,0.214993,-0.595624,0.045192,0.794371,1.804,worse,3,False
P1_paper_opcm,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,paper OPCM alpha=0.7,0.776349,0.004766,2.274,worse,1.0,,1.399143,0.7,1.0,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.026315,0.197505,-0.748705,0.053716,0.794371,2.269,worse,3,False
P1_paper_opcm,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,simplified OPCM (1.35),0.798294,0.004403,-0.488,better,1.0,,,,,,,,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.935726,0.182462,0.160706,0.324817,0.794371,-0.494,better,3,False
P4_opcm_committed,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,"paper projection at committed alpha, thr=0.3",0.785189,0.004421,1.161,worse,1.0,5.0,5.0,0.3,1.469146,,coefficient_not_distance_matched,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.392648,0.183208,-0.382372,0.022884,0.794371,1.156,worse,3,False
P4_opcm_committed,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,"paper projection at committed alpha, thr=0.5",0.780426,0.005506,1.761,worse,1.0,5.0,5.0,0.5,1.166529,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.195267,0.228171,-0.579753,0.031011,0.794371,1.755,worse,3,False
P4_opcm_committed,PSM,5,window_auroc,3,0.068,plain sum at committed alpha,0.794416,0.004909,"paper projection at committed alpha, thr=0.7",0.776332,0.004905,2.276,worse,1.0,5.0,5.0,0.7,0.935401,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.77502,0.203431,0.775,0.02561,0.203266,-0.74941,0.058217,0.794371,2.271,worse,3,False
P2_became_rescaled,PSM,5,window_auroc,3,0.068,uniform 1/n at same alpha*n,0.794371,0.004819,BECAME weighting at same alpha*n,0.783578,0.001938,1.359,worse,1.0,5.0,5.0,,,,,1,3,1,segsweep_psm_merge_n5,0.775714,0.799845,"('noisefloor_std_psm', 0)",0.773155,0.199702,,0.325888,0.080312,-0.447267,0.164931,,,,,
P1_paper_opcm,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,paper OPCM alpha=0.3,0.360808,0.046757,-0.592,tie (inside floor),0.533333,,1.247397,0.3,1.0,,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.745741,0.202798,0.009325,0.051154,,,,,
P1_paper_opcm,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,paper OPCM alpha=0.5,0.369009,0.043016,1.667,worse,0.533333,,1.247397,0.5,1.0,,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.710171,0.186572,-0.026245,0.017127,,,,,
P1_paper_opcm,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,paper OPCM alpha=0.7,0.367243,0.047997,1.181,worse,0.533333,,1.247397,0.7,1.0,,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.71783,0.208176,-0.018586,0.044524,,,,,
P1_paper_opcm,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,simplified OPCM (1.35),0.374695,0.029741,3.234,worse,0.533333,,,,,,,,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.685509,0.128995,-0.050907,0.042565,,,,,
P4_opcm_committed,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at committed alpha, thr=0.3",0.385703,0.028556,6.267,worse,0.533333,1.066667,1.066667,0.3,0.736573,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.637765,0.123855,-0.098651,0.045894,,,,,
P4_opcm_committed,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at committed alpha, thr=0.5",0.400799,0.019764,10.426,worse,0.533333,1.066667,1.066667,0.5,0.692376,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.572289,0.085722,-0.164127,0.086007,,,,,
P4_opcm_committed,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at committed alpha, thr=0.7",0.405989,0.018521,11.856,worse,0.533333,1.066667,1.066667,0.7,0.650743,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.549779,0.08033,-0.186637,0.089368,,,,,
P5_opcm_distance,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at matched distance, thr=0.3",0.369641,0.040239,1.841,worse,0.533333,1.066667,1.066667,0.3,,1.0,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.70743,0.174527,-0.028986,0.010535,,,,,
P5_opcm_distance,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at matched distance, thr=0.5",0.377115,0.037942,3.9,worse,0.533333,1.066667,1.066667,0.5,,1.0,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.675013,0.164565,-0.061403,0.015564,,,,,
P5_opcm_distance,PSM-forecast,2,forecast/mse,3,1.157,plain sum at committed alpha,0.362958,0.039069,"paper projection at matched distance, thr=0.7",0.372046,0.045412,2.504,worse,0.533333,1.066667,1.066667,0.7,,1.0,,1,3,1,adfc2_psm_merge_n2,0.532746,0.302186,"('adfc2_psm_joint', 0)",0.736416,0.169453,0.7364,0.696999,0.196964,-0.039417,0.027829,,,,,
P1_paper_opcm,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,paper OPCM alpha=0.3,0.411533,0.017221,4.853,worse,0.316667,,1.404292,0.3,1.0,,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.495311,0.079483,-0.087915,0.061335,,,,,
P1_paper_opcm,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,paper OPCM alpha=0.5,0.439553,0.010078,11.992,worse,0.316667,,1.404292,0.5,1.0,,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.365985,0.046515,-0.217241,0.062822,,,,,
P1_paper_opcm,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,paper OPCM alpha=0.7,0.457723,0.00497,16.622,worse,0.316667,,1.404292,0.7,1.0,,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.282121,0.022939,-0.301105,0.072481,,,,,
P1_paper_opcm,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,simplified OPCM (1.35),0.402825,0.011344,2.634,worse,0.316667,,,,,,,,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.535502,0.052358,-0.047724,0.007891,,,,,
P4_opcm_committed,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at committed alpha, thr=0.3",0.44351,0.016739,13.0,worse,0.316667,0.95,0.95,0.3,0.486893,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.347721,0.077259,-0.235505,0.036834,,,,,
P4_opcm_committed,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at committed alpha, thr=0.5",0.461597,0.010328,17.609,worse,0.316667,0.95,0.95,0.5,0.400857,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.264241,0.047669,-0.318985,0.024893,,,,,
P4_opcm_committed,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at committed alpha, thr=0.7",0.465694,0.006144,18.653,worse,0.316667,0.95,0.95,0.7,0.31329,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.245331,0.028358,-0.337895,0.022136,,,,,
P5_opcm_distance,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at matched distance, thr=0.3",0.424739,0.017934,8.218,worse,0.316667,0.95,0.95,0.3,,1.0,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.434359,0.082774,-0.148867,0.048856,,,,,
P5_opcm_distance,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at matched distance, thr=0.5",0.439673,0.009535,12.023,worse,0.316667,0.95,0.95,0.5,,1.0,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.365431,0.044009,-0.217795,0.041038,,,,,
P5_opcm_distance,PSM-forecast,3,forecast/mse,3,1.157,plain sum at committed alpha,0.392485,0.010808,"paper projection at matched distance, thr=0.7",0.439064,0.002923,11.868,worse,0.316667,0.95,0.95,0.7,,1.0,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,0.5832,0.368242,0.013491,-0.214984,0.053821,,,,,
P2_became_rescaled,PSM-forecast,3,forecast/mse,3,1.157,uniform 1/n at same alpha*n,0.392485,0.010808,BECAME weighting at same alpha*n,0.389134,0.011078,-0.854,tie (inside floor),0.316667,0.95,0.95,,,,,1,3,1,adfc2_psm_merge_n3,0.518848,0.302186,"('adfc2_psm_joint', 0)",0.583226,0.049884,,0.598693,0.05113,0.015467,0.014104,,,,,
P1_paper_opcm,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,paper OPCM alpha=0.3,0.394209,0.002709,-2.317,better,0.2,,1.695733,0.3,1.0,,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.562701,0.012873,0.044436,0.034769,,,,,
P1_paper_opcm,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,paper OPCM alpha=0.5,0.438351,0.010399,8.621,worse,0.2,,1.695733,0.5,1.0,,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.352936,0.049417,-0.165329,0.059175,,,,,
