experiment,run_id,merge_rule,coefficient_source,alpha_source,alpha,n_finetunes,status,n_tensors,max_abs_diff
segsweep_exchange_merge_n5,79937,sum,scale,merge_scale/selected,0.3,5,bitwise,73,0.0
segsweep_psm_merge_n2,79930,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_psm_merge_n2,80681,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_psm_merge_n2,80682,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_psm_merge_n5,79929,sum,scale,config.json,1.0,5,bitwise,49,0.0
segsweep_psm_merge_n5,80683,sum,scale,config.json,1.0,5,bitwise,49,0.0
segsweep_psm_merge_n5,80684,sum,scale,config.json,1.0,5,bitwise,49,0.0
segsweep_swat_merge_n2,79926,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_swat_merge_n2,80689,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_swat_merge_n2,80690,sum,scale,config.json,1.0,2,bitwise,49,0.0
segsweep_swat_merge_n5,79925,sum,scale,config.json,1.0,5,bitwise,49,0.0
segsweep_swat_merge_n5,80691,sum,scale,config.json,1.0,5,bitwise,49,0.0
segsweep_swat_merge_n5,80692,sum,scale,config.json,1.0,5,bitwise,49,0.0
selalpha_etth1_n3,84598,sum,scale,merge_scale/selected,0.3,3,bitwise,73,0.0
selalpha_etth1_n3,84599,sum,scale,merge_scale/selected,0.3,3,bitwise,73,0.0
selalpha_etth1_n3,84600,sum,scale,merge_scale/selected,0.35,3,bitwise,73,0.0
selalpha_exchange_n3,84601,sum,scale,merge_scale/selected,0.55,3,bitwise,73,0.0
selalpha_exchange_n3,84602,sum,scale,merge_scale/selected,0.55,3,bitwise,73,0.0
selalpha_exchange_n3,84603,sum,scale,merge_scale/selected,0.55,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59065,sum,scale,config.json,0.3,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59066,sum,scale,config.json,0.3,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59067,sum,scale,config.json,0.3,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59068,sum,scale,config.json,0.5,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59069,sum,scale,config.json,0.5,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59070,sum,scale,config.json,0.5,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59071,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59072,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59073,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59074,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59075,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59077,sum,scale,config.json,1.0,3,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59078,sum,scale,config.json,1.0,2,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59079,sum,scale,config.json,1.0,5,bitwise,73,0.0
slurm_grid_etth_forecast_train_incremental,59110,sum,scale,config.json,1.0,2,bitwise,73,0.0
slurm_grid_psm_train_incremental,58957,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58958,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58959,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58960,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58961,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58962,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58963,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58964,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58965,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58966,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58967,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58968,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58969,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,58970,sum,scale,config.json,1.0,2,bitwise,49,0.0
slurm_grid_psm_train_incremental,58971,sum,scale,config.json,1.0,5,bitwise,49,0.0
slurm_grid_psm_train_incremental,59095,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59096,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59097,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59098,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59099,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59100,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59101,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59102,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59103,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59104,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59105,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59106,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59107,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_psm_train_incremental,59108,sum,scale,config.json,1.0,2,bitwise,49,0.0
slurm_grid_psm_train_incremental,59109,sum,scale,config.json,1.0,5,bitwise,49,0.0
slurm_grid_swat_train_incremental,58935,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58936,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58937,sum,scale,config.json,0.3,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58938,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58939,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58940,sum,scale,config.json,0.5,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58941,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58942,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58943,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58945,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,58949,sum,scale,config.json,1.0,5,bitwise,49,0.0
slurm_grid_swat_train_incremental,59055,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,59056,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,59080,sum,scale,config.json,1.0,3,bitwise,49,0.0
slurm_grid_swat_train_incremental,59081,sum,scale,config.json,1.0,2,bitwise,49,0.0
window_etth1_W1,80446,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W1,80447,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W1,80448,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W2,80449,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W2,80450,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W2,80451,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W3,80452,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W3,80453,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_etth1_W3,80454,sum,scale,config.json,1.0,1,bitwise,73,0.0
window_exchange_W1,80455,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W1,80456,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W1,80457,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W2,80458,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W2,80459,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W2,80460,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W3,80461,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W3,80462,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_exchange_W3,80463,sum,scale,config.json,0.5,1,bitwise,73,0.0
window_psm_W1,80464,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W1,80697,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W1,80698,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W2,80465,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W2,80699,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W2,80700,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W3,80466,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W3,80701,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_psm_W3,80702,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W1,80467,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W1,80703,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W1,80704,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W2,80468,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W2,80705,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W2,80706,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W3,80469,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W3,80707,sum,scale,config.json,1.0,1,bitwise,49,0.0
window_swat_W3,80708,sum,scale,config.json,1.0,1,bitwise,49,0.0
