parameter,i,j,cosine
encoder_to_decoder.bias,2,1,0.8038561706581026
encoder_to_decoder.weight,0,1,0.5193375103148293
encoder_to_decoder.weight,0,2,0.5740456822815755
encoder_to_decoder.weight,1,0,0.5193375103148293
encoder_to_decoder.weight,1,2,0.7983969486233291
encoder_to_decoder.weight,2,0,0.5740456822815755
encoder_to_decoder.weight,2,1,0.7983969486233291
patch_embedding.bias,0,1,0.7710590808594183
patch_embedding.bias,0,2,0.7983374663864925
patch_embedding.bias,1,0,0.7710590808594183
patch_embedding.bias,1,2,0.9386500485774115
patch_embedding.bias,2,0,0.7983374663864925
patch_embedding.bias,2,1,0.9386500485774115
patch_embedding.weight,0,1,0.47878998677152035
patch_embedding.weight,0,2,0.5640453368920377
patch_embedding.weight,1,0,0.47878998677152035
patch_embedding.weight,1,2,0.8370769980153807
patch_embedding.weight,2,0,0.5640453368920377
patch_embedding.weight,2,1,0.8370769980153807
